"","date","hits","keyword","geo","time","gprop","category"
"2408",2012-12-01,"9","unrest","BE","all","web",0
"2409",2013-01-01,"16","unrest","BE","all","web",0
"2410",2013-02-01,"20","unrest","BE","all","web",0
"2411",2013-03-01,"0","unrest","BE","all","web",0
"2412",2013-04-01,"0","unrest","BE","all","web",0
"2413",2013-05-01,"0","unrest","BE","all","web",0
"2414",2013-06-01,"9","unrest","BE","all","web",0
"2415",2013-07-01,"0","unrest","BE","all","web",0
"2416",2013-08-01,"0","unrest","BE","all","web",0
"2417",2013-09-01,"12","unrest","BE","all","web",0
"2418",2013-10-01,"0","unrest","BE","all","web",0
"2419",2013-11-01,"19","unrest","BE","all","web",0
"2420",2013-12-01,"13","unrest","BE","all","web",0
"2421",2014-01-01,"7","unrest","BE","all","web",0
"2422",2014-02-01,"9","unrest","BE","all","web",0
"2423",2014-03-01,"0","unrest","BE","all","web",0
"2424",2014-04-01,"19","unrest","BE","all","web",0
"2425",2014-05-01,"0","unrest","BE","all","web",0
"2426",2014-06-01,"8","unrest","BE","all","web",0
"2427",2014-07-01,"11","unrest","BE","all","web",0
"2428",2014-08-01,"0","unrest","BE","all","web",0
"2429",2014-09-01,"0","unrest","BE","all","web",0
"2430",2014-10-01,"11","unrest","BE","all","web",0
"2431",2014-11-01,"21","unrest","BE","all","web",0
"2432",2014-12-01,"0","unrest","BE","all","web",0
"2433",2015-01-01,"0","unrest","BE","all","web",0
"2434",2015-02-01,"0","unrest","BE","all","web",0
"2435",2015-03-01,"8","unrest","BE","all","web",0
"2436",2015-04-01,"22","unrest","BE","all","web",0
"2437",2015-05-01,"0","unrest","BE","all","web",0
"2438",2015-06-01,"0","unrest","BE","all","web",0
"2439",2015-07-01,"22","unrest","BE","all","web",0
"2440",2015-08-01,"0","unrest","BE","all","web",0
"2441",2015-09-01,"0","unrest","BE","all","web",0
"2442",2015-10-01,"0","unrest","BE","all","web",0
"2443",2015-11-01,"0","unrest","BE","all","web",0
"2444",2015-12-01,"0","unrest","BE","all","web",0
"2445",2016-01-01,"0","unrest","BE","all","web",0
"2446",2016-02-01,"10","unrest","BE","all","web",0
"2447",2016-03-01,"21","unrest","BE","all","web",0
"2448",2016-04-01,"21","unrest","BE","all","web",0
"2449",2016-05-01,"0","unrest","BE","all","web",0
"2450",2016-06-01,"0","unrest","BE","all","web",0
"2451",2016-07-01,"19","unrest","BE","all","web",0
"2452",2016-08-01,"24","unrest","BE","all","web",0
"2453",2016-09-01,"12","unrest","BE","all","web",0
"2454",2016-10-01,"0","unrest","BE","all","web",0
"2455",2016-11-01,"8","unrest","BE","all","web",0
"2456",2016-12-01,"13","unrest","BE","all","web",0
"2457",2017-01-01,"9","unrest","BE","all","web",0
"2458",2017-02-01,"0","unrest","BE","all","web",0
"2459",2017-03-01,"9","unrest","BE","all","web",0
"2460",2017-04-01,"28","unrest","BE","all","web",0
"2461",2017-05-01,"0","unrest","BE","all","web",0
"2462",2017-06-01,"27","unrest","BE","all","web",0
"2463",2017-07-01,"0","unrest","BE","all","web",0
"2464",2017-08-01,"0","unrest","BE","all","web",0
"2465",2017-09-01,"0","unrest","BE","all","web",0
"2466",2017-10-01,"13","unrest","BE","all","web",0
"2467",2017-11-01,"11","unrest","BE","all","web",0
"2468",2017-12-01,"0","unrest","BE","all","web",0
"2469",2018-01-01,"29","unrest","BE","all","web",0
"2470",2018-02-01,"10","unrest","BE","all","web",0
"2471",2018-03-01,"11","unrest","BE","all","web",0
"2472",2018-04-01,"0","unrest","BE","all","web",0
"2473",2018-05-01,"6","unrest","BE","all","web",0
"2474",2018-06-01,"0","unrest","BE","all","web",0
"2475",2018-07-01,"8","unrest","BE","all","web",0
"2476",2018-08-01,"7","unrest","BE","all","web",0
"2477",2018-09-01,"13","unrest","BE","all","web",0
"2478",2018-10-01,"16","unrest","BE","all","web",0
"2479",2018-11-01,"0","unrest","BE","all","web",0
"2480",2018-12-01,"0","unrest","BE","all","web",0
"2481",2019-01-01,"11","unrest","BE","all","web",0
"2482",2019-02-01,"19","unrest","BE","all","web",0
"2483",2019-03-01,"0","unrest","BE","all","web",0
"2484",2019-04-01,"0","unrest","BE","all","web",0
"2485",2019-05-01,"0","unrest","BE","all","web",0
"2486",2019-06-01,"8","unrest","BE","all","web",0
"2487",2019-07-01,"0","unrest","BE","all","web",0
"2488",2019-08-01,"0","unrest","BE","all","web",0
"2489",2019-09-01,"8","unrest","BE","all","web",0
"2490",2019-10-01,"12","unrest","BE","all","web",0
"2491",2019-11-01,"0","unrest","BE","all","web",0
"2492",2019-12-01,"0","unrest","BE","all","web",0
"2493",2020-01-01,"14","unrest","BE","all","web",0
"2494",2020-02-01,"0","unrest","BE","all","web",0
"2495",2020-03-01,"0","unrest","BE","all","web",0
"2496",2020-04-01,"10","unrest","BE","all","web",0
"2497",2020-05-01,"7","unrest","BE","all","web",0
"2498",2020-06-01,"5","unrest","BE","all","web",0
"2499",2020-07-01,"16","unrest","BE","all","web",0
"2500",2020-08-01,"13","unrest","BE","all","web",0
"2501",2020-09-01,"0","unrest","BE","all","web",0
"2502",2020-10-01,"14","unrest","BE","all","web",0
"2503",2020-11-01,"0","unrest","BE","all","web",0
"2504",2020-12-01,"0","unrest","BE","all","web",0
"2505",2021-01-01,"12","unrest","BE","all","web",0
"2506",2021-02-01,"0","unrest","BE","all","web",0
"2507",2021-03-01,"0","unrest","BE","all","web",0
"2508",2021-04-01,"0","unrest","BE","all","web",0
"2509",2021-05-01,"9","unrest","BE","all","web",0
"2510",2021-06-01,"7","unrest","BE","all","web",0
"2511",2021-07-01,"8","unrest","BE","all","web",0
"2512",2021-08-01,"6","unrest","BE","all","web",0
"2513",2021-09-01,"0","unrest","BE","all","web",0
"2514",2021-10-01,"9","unrest","BE","all","web",0
"2515",2021-11-01,"0","unrest","BE","all","web",0
"2516",2021-12-01,"0","unrest","BE","all","web",0
"2517",2022-01-01,"0","unrest","BE","all","web",0
"2518",2022-02-01,"0","unrest","BE","all","web",0
"2519",2022-03-01,"15","unrest","BE","all","web",0
"2520",2022-04-01,"10","unrest","BE","all","web",0
"2521",2022-05-01,"0","unrest","BE","all","web",0
"2522",2022-06-01,"9","unrest","BE","all","web",0
"2523",2022-07-01,"0","unrest","BE","all","web",0
"2524",2022-08-01,"18","unrest","BE","all","web",0
"2525",2022-09-01,"0","unrest","BE","all","web",0
"2526",2022-10-01,"11","unrest","BE","all","web",0
"2527",2022-11-01,"0","unrest","BE","all","web",0
"2528",2022-12-01,"7","unrest","BE","all","web",0
"2529",2023-01-01,"6","unrest","BE","all","web",0
"2530",2023-02-01,"7","unrest","BE","all","web",0
"2531",2004-01-01,"40","unrest","BO","all","web",0
"2532",2004-02-01,"100","unrest","BO","all","web",0
"2533",2004-03-01,"0","unrest","BO","all","web",0
"2534",2004-04-01,"0","unrest","BO","all","web",0
"2535",2004-05-01,"0","unrest","BO","all","web",0
"2536",2004-06-01,"0","unrest","BO","all","web",0
"2537",2004-07-01,"49","unrest","BO","all","web",0
"2538",2004-08-01,"0","unrest","BO","all","web",0
"2539",2004-09-01,"0","unrest","BO","all","web",0
"2540",2004-10-01,"49","unrest","BO","all","web",0
"2541",2004-11-01,"0","unrest","BO","all","web",0
"2542",2004-12-01,"0","unrest","BO","all","web",0
"2543",2005-01-01,"43","unrest","BO","all","web",0
"2544",2005-02-01,"0","unrest","BO","all","web",0
"2545",2005-03-01,"23","unrest","BO","all","web",0
"2546",2005-04-01,"0","unrest","BO","all","web",0
"2547",2005-05-01,"0","unrest","BO","all","web",0
"2548",2005-06-01,"0","unrest","BO","all","web",0
"2549",2005-07-01,"0","unrest","BO","all","web",0
"2550",2005-08-01,"14","unrest","BO","all","web",0
"2551",2005-09-01,"0","unrest","BO","all","web",0
"2552",2005-10-01,"0","unrest","BO","all","web",0
"2553",2005-11-01,"0","unrest","BO","all","web",0
"2554",2005-12-01,"32","unrest","BO","all","web",0
"2555",2006-01-01,"0","unrest","BO","all","web",0
"2556",2006-02-01,"0","unrest","BO","all","web",0
"2557",2006-03-01,"0","unrest","BO","all","web",0
"2558",2006-04-01,"19","unrest","BO","all","web",0
"2559",2006-05-01,"0","unrest","BO","all","web",0
"2560",2006-06-01,"0","unrest","BO","all","web",0
"2561",2006-07-01,"0","unrest","BO","all","web",0
"2562",2006-08-01,"0","unrest","BO","all","web",0
"2563",2006-09-01,"0","unrest","BO","all","web",0
"2564",2006-10-01,"0","unrest","BO","all","web",0
"2565",2006-11-01,"0","unrest","BO","all","web",0
"2566",2006-12-01,"34","unrest","BO","all","web",0
"2567",2007-01-01,"0","unrest","BO","all","web",0
"2568",2007-02-01,"10","unrest","BO","all","web",0
"2569",2007-03-01,"11","unrest","BO","all","web",0
"2570",2007-04-01,"0","unrest","BO","all","web",0
"2571",2007-05-01,"0","unrest","BO","all","web",0
"2572",2007-06-01,"0","unrest","BO","all","web",0
"2573",2007-07-01,"6","unrest","BO","all","web",0
"2574",2007-08-01,"0","unrest","BO","all","web",0
"2575",2007-09-01,"0","unrest","BO","all","web",0
"2576",2007-10-01,"7","unrest","BO","all","web",0
"2577",2007-11-01,"0","unrest","BO","all","web",0
"2578",2007-12-01,"0","unrest","BO","all","web",0
"2579",2008-01-01,"0","unrest","BO","all","web",0
"2580",2008-02-01,"0","unrest","BO","all","web",0
"2581",2008-03-01,"0","unrest","BO","all","web",0
"2582",2008-04-01,"0","unrest","BO","all","web",0
"2583",2008-05-01,"27","unrest","BO","all","web",0
"2584",2008-06-01,"11","unrest","BO","all","web",0
"2585",2008-07-01,"0","unrest","BO","all","web",0
"2586",2008-08-01,"0","unrest","BO","all","web",0
"2587",2008-09-01,"6","unrest","BO","all","web",0
"2588",2008-10-01,"11","unrest","BO","all","web",0
"2589",2008-11-01,"0","unrest","BO","all","web",0
"2590",2008-12-01,"8","unrest","BO","all","web",0
"2591",2009-01-01,"14","unrest","BO","all","web",0
"2592",2009-02-01,"0","unrest","BO","all","web",0
"2593",2009-03-01,"0","unrest","BO","all","web",0
"2594",2009-04-01,"0","unrest","BO","all","web",0
"2595",2009-05-01,"0","unrest","BO","all","web",0
"2596",2009-06-01,"0","unrest","BO","all","web",0
"2597",2009-07-01,"0","unrest","BO","all","web",0
"2598",2009-08-01,"0","unrest","BO","all","web",0
"2599",2009-09-01,"0","unrest","BO","all","web",0
"2600",2009-10-01,"0","unrest","BO","all","web",0
"2601",2009-11-01,"23","unrest","BO","all","web",0
"2602",2009-12-01,"0","unrest","BO","all","web",0
"2603",2010-01-01,"0","unrest","BO","all","web",0
"2604",2010-02-01,"0","unrest","BO","all","web",0
"2605",2010-03-01,"0","unrest","BO","all","web",0
"2606",2010-04-01,"0","unrest","BO","all","web",0
"2607",2010-05-01,"0","unrest","BO","all","web",0
"2608",2010-06-01,"0","unrest","BO","all","web",0
"2609",2010-07-01,"0","unrest","BO","all","web",0
"2610",2010-08-01,"0","unrest","BO","all","web",0
"2611",2010-09-01,"0","unrest","BO","all","web",0
"2612",2010-10-01,"0","unrest","BO","all","web",0
"2613",2010-11-01,"0","unrest","BO","all","web",0
"2614",2010-12-01,"0","unrest","BO","all","web",0
"2615",2011-01-01,"0","unrest","BO","all","web",0
"2616",2011-02-01,"3","unrest","BO","all","web",0
"2617",2011-03-01,"0","unrest","BO","all","web",0
"2618",2011-04-01,"3","unrest","BO","all","web",0
"2619",2011-05-01,"0","unrest","BO","all","web",0
"2620",2011-06-01,"0","unrest","BO","all","web",0
"2621",2011-07-01,"0","unrest","BO","all","web",0
"2622",2011-08-01,"0","unrest","BO","all","web",0
"2623",2011-09-01,"0","unrest","BO","all","web",0
"2624",2011-10-01,"0","unrest","BO","all","web",0
"2625",2011-11-01,"0","unrest","BO","all","web",0
"2626",2011-12-01,"6","unrest","BO","all","web",0
"2627",2012-01-01,"0","unrest","BO","all","web",0
"2628",2012-02-01,"2","unrest","BO","all","web",0
"2629",2012-03-01,"0","unrest","BO","all","web",0
"2630",2012-04-01,"0","unrest","BO","all","web",0
"2631",2012-05-01,"0","unrest","BO","all","web",0
"2632",2012-06-01,"0","unrest","BO","all","web",0
"2633",2012-07-01,"4","unrest","BO","all","web",0
"2634",2012-08-01,"0","unrest","BO","all","web",0
"2635",2012-09-01,"0","unrest","BO","all","web",0
"2636",2012-10-01,"2","unrest","BO","all","web",0
"2637",2012-11-01,"4","unrest","BO","all","web",0
"2638",2012-12-01,"0","unrest","BO","all","web",0
"2639",2013-01-01,"0","unrest","BO","all","web",0
"2640",2013-02-01,"0","unrest","BO","all","web",0
"2641",2013-03-01,"0","unrest","BO","all","web",0
"2642",2013-04-01,"0","unrest","BO","all","web",0
"2643",2013-05-01,"0","unrest","BO","all","web",0
"2644",2013-06-01,"0","unrest","BO","all","web",0
"2645",2013-07-01,"0","unrest","BO","all","web",0
"2646",2013-08-01,"0","unrest","BO","all","web",0
"2647",2013-09-01,"2","unrest","BO","all","web",0
"2648",2013-10-01,"1","unrest","BO","all","web",0
"2649",2013-11-01,"0","unrest","BO","all","web",0
"2650",2013-12-01,"0","unrest","BO","all","web",0
"2651",2014-01-01,"0","unrest","BO","all","web",0
"2652",2014-02-01,"0","unrest","BO","all","web",0
"2653",2014-03-01,"0","unrest","BO","all","web",0
"2654",2014-04-01,"0","unrest","BO","all","web",0
"2655",2014-05-01,"1","unrest","BO","all","web",0
"2656",2014-06-01,"0","unrest","BO","all","web",0
"2657",2014-07-01,"<1","unrest","BO","all","web",0
"2658",2014-08-01,"<1","unrest","BO","all","web",0
"2659",2014-09-01,"<1","unrest","BO","all","web",0
"2660",2014-10-01,"<1","unrest","BO","all","web",0
"2661",2014-11-01,"<1","unrest","BO","all","web",0
"2662",2014-12-01,"<1","unrest","BO","all","web",0
"2663",2015-01-01,"<1","unrest","BO","all","web",0
"2664",2015-02-01,"0","unrest","BO","all","web",0
"2665",2015-03-01,"0","unrest","BO","all","web",0
"2666",2015-04-01,"<1","unrest","BO","all","web",0
"2667",2015-05-01,"1","unrest","BO","all","web",0
"2668",2015-06-01,"0","unrest","BO","all","web",0
"2669",2015-07-01,"2","unrest","BO","all","web",0
"2670",2015-08-01,"0","unrest","BO","all","web",0
"2671",2015-09-01,"0","unrest","BO","all","web",0
"2672",2015-10-01,"0","unrest","BO","all","web",0
"2673",2015-11-01,"0","unrest","BO","all","web",0
"2674",2015-12-01,"0","unrest","BO","all","web",0
"2675",2016-01-01,"2","unrest","BO","all","web",0
"2676",2016-02-01,"1","unrest","BO","all","web",0
"2677",2016-03-01,"0","unrest","BO","all","web",0
"2678",2016-04-01,"1","unrest","BO","all","web",0
"2679",2016-05-01,"0","unrest","BO","all","web",0
"2680",2016-06-01,"0","unrest","BO","all","web",0
"2681",2016-07-01,"0","unrest","BO","all","web",0
"2682",2016-08-01,"0","unrest","BO","all","web",0
"2683",2016-09-01,"0","unrest","BO","all","web",0
"2684",2016-10-01,"1","unrest","BO","all","web",0
"2685",2016-11-01,"0","unrest","BO","all","web",0
"2686",2016-12-01,"0","unrest","BO","all","web",0
"2687",2017-01-01,"2","unrest","BO","all","web",0
"2688",2017-02-01,"0","unrest","BO","all","web",0
"2689",2017-03-01,"0","unrest","BO","all","web",0
"2690",2017-04-01,"0","unrest","BO","all","web",0
"2691",2017-05-01,"0","unrest","BO","all","web",0
"2692",2017-06-01,"0","unrest","BO","all","web",0
"2693",2017-07-01,"0","unrest","BO","all","web",0
"2694",2017-08-01,"0","unrest","BO","all","web",0
"2695",2017-09-01,"0","unrest","BO","all","web",0
"2696",2017-10-01,"0","unrest","BO","all","web",0
"2697",2017-11-01,"1","unrest","BO","all","web",0
"2698",2017-12-01,"0","unrest","BO","all","web",0
"2699",2018-01-01,"0","unrest","BO","all","web",0
"2700",2018-02-01,"0","unrest","BO","all","web",0
"2701",2018-03-01,"0","unrest","BO","all","web",0
"2702",2018-04-01,"1","unrest","BO","all","web",0
"2703",2018-05-01,"0","unrest","BO","all","web",0
"2704",2018-06-01,"0","unrest","BO","all","web",0
"2705",2018-07-01,"0","unrest","BO","all","web",0
"2706",2018-08-01,"1","unrest","BO","all","web",0
"2707",2018-09-01,"0","unrest","BO","all","web",0
"2708",2018-10-01,"0","unrest","BO","all","web",0
"2709",2018-11-01,"0","unrest","BO","all","web",0
"2710",2018-12-01,"0","unrest","BO","all","web",0
"2711",2019-01-01,"0","unrest","BO","all","web",0
"2712",2019-02-01,"0","unrest","BO","all","web",0
"2713",2019-03-01,"0","unrest","BO","all","web",0
"2714",2019-04-01,"0","unrest","BO","all","web",0
"2715",2019-05-01,"0","unrest","BO","all","web",0
"2716",2019-06-01,"1","unrest","BO","all","web",0
"2717",2019-07-01,"1","unrest","BO","all","web",0
"2718",2019-08-01,"0","unrest","BO","all","web",0
"2719",2019-09-01,"0","unrest","BO","all","web",0
"2720",2019-10-01,"0","unrest","BO","all","web",0
"2721",2019-11-01,"0","unrest","BO","all","web",0
"2722",2019-12-01,"1","unrest","BO","all","web",0
"2723",2020-01-01,"0","unrest","BO","all","web",0
"2724",2020-02-01,"0","unrest","BO","all","web",0
"2725",2020-03-01,"0","unrest","BO","all","web",0
"2726",2020-04-01,"0","unrest","BO","all","web",0
"2727",2020-05-01,"1","unrest","BO","all","web",0
"2728",2020-06-01,"0","unrest","BO","all","web",0
"2729",2020-07-01,"0","unrest","BO","all","web",0
"2730",2020-08-01,"0","unrest","BO","all","web",0
"2731",2020-09-01,"0","unrest","BO","all","web",0
"2732",2020-10-01,"0","unrest","BO","all","web",0
"2733",2020-11-01,"0","unrest","BO","all","web",0
"2734",2020-12-01,"0","unrest","BO","all","web",0
"2735",2021-01-01,"0","unrest","BO","all","web",0
"2736",2021-02-01,"0","unrest","BO","all","web",0
"2737",2021-03-01,"0","unrest","BO","all","web",0
"2738",2021-04-01,"1","unrest","BO","all","web",0
"2739",2021-05-01,"0","unrest","BO","all","web",0
"2740",2021-06-01,"0","unrest","BO","all","web",0
"2741",2021-07-01,"0","unrest","BO","all","web",0
"2742",2021-08-01,"0","unrest","BO","all","web",0
"2743",2021-09-01,"0","unrest","BO","all","web",0
"2744",2021-10-01,"0","unrest","BO","all","web",0
"2745",2021-11-01,"1","unrest","BO","all","web",0
"2746",2021-12-01,"0","unrest","BO","all","web",0
"2747",2022-01-01,"0","unrest","BO","all","web",0
"2748",2022-02-01,"1","unrest","BO","all","web",0
"2749",2022-03-01,"0","unrest","BO","all","web",0
"2750",2022-04-01,"0","unrest","BO","all","web",0
"2751",2022-05-01,"0","unrest","BO","all","web",0
"2752",2022-06-01,"<1","unrest","BO","all","web",0
"2753",2022-07-01,"0","unrest","BO","all","web",0
"2754",2022-08-01,"0","unrest","BO","all","web",0
"2755",2022-09-01,"0","unrest","BO","all","web",0
"2756",2022-10-01,"0","unrest","BO","all","web",0
"2757",2022-11-01,"<1","unrest","BO","all","web",0
"2758",2022-12-01,"0","unrest","BO","all","web",0
"2759",2023-01-01,"1","unrest","BO","all","web",0
"2760",2023-02-01,"1","unrest","BO","all","web",0
"2761",2004-01-01,"0","unrest","BA","all","web",0
"2762",2004-02-01,"0","unrest","BA","all","web",0
"2763",2004-03-01,"0","unrest","BA","all","web",0
"2764",2004-04-01,"0","unrest","BA","all","web",0
"2765",2004-05-01,"0","unrest","BA","all","web",0
"2766",2004-06-01,"0","unrest","BA","all","web",0
"2767",2004-07-01,"0","unrest","BA","all","web",0
"2768",2004-08-01,"56","unrest","BA","all","web",0
"2769",2004-09-01,"0","unrest","BA","all","web",0
"2770",2004-10-01,"100","unrest","BA","all","web",0
"2771",2004-11-01,"0","unrest","BA","all","web",0
"2772",2004-12-01,"0","unrest","BA","all","web",0
"2773",2005-01-01,"70","unrest","BA","all","web",0
"2774",2005-02-01,"0","unrest","BA","all","web",0
"2775",2005-03-01,"0","unrest","BA","all","web",0
"2776",2005-04-01,"0","unrest","BA","all","web",0
"2777",2005-05-01,"0","unrest","BA","all","web",0
"2778",2005-06-01,"0","unrest","BA","all","web",0
"2779",2005-07-01,"0","unrest","BA","all","web",0
"2780",2005-08-01,"0","unrest","BA","all","web",0
"2781",2005-09-01,"0","unrest","BA","all","web",0
"2782",2005-10-01,"0","unrest","BA","all","web",0
"2783",2005-11-01,"0","unrest","BA","all","web",0
"2784",2005-12-01,"0","unrest","BA","all","web",0
"2785",2006-01-01,"0","unrest","BA","all","web",0
"2786",2006-02-01,"0","unrest","BA","all","web",0
"2787",2006-03-01,"0","unrest","BA","all","web",0
"2788",2006-04-01,"0","unrest","BA","all","web",0
"2789",2006-05-01,"92","unrest","BA","all","web",0
"2790",2006-06-01,"22","unrest","BA","all","web",0
"2791",2006-07-01,"25","unrest","BA","all","web",0
"2792",2006-08-01,"0","unrest","BA","all","web",0
"2793",2006-09-01,"0","unrest","BA","all","web",0
"2794",2006-10-01,"0","unrest","BA","all","web",0
"2795",2006-11-01,"0","unrest","BA","all","web",0
"2796",2006-12-01,"0","unrest","BA","all","web",0
"2797",2007-01-01,"0","unrest","BA","all","web",0
"2798",2007-02-01,"40","unrest","BA","all","web",0
"2799",2007-03-01,"33","unrest","BA","all","web",0
"2800",2007-04-01,"0","unrest","BA","all","web",0
"2801",2007-05-01,"0","unrest","BA","all","web",0
"2802",2007-06-01,"0","unrest","BA","all","web",0
"2803",2007-07-01,"17","unrest","BA","all","web",0
"2804",2007-08-01,"0","unrest","BA","all","web",0
"2805",2007-09-01,"0","unrest","BA","all","web",0
"2806",2007-10-01,"14","unrest","BA","all","web",0
"2807",2007-11-01,"11","unrest","BA","all","web",0
"2808",2007-12-01,"0","unrest","BA","all","web",0
"2809",2008-01-01,"0","unrest","BA","all","web",0
"2810",2008-02-01,"0","unrest","BA","all","web",0
"2811",2008-03-01,"0","unrest","BA","all","web",0
"2812",2008-04-01,"0","unrest","BA","all","web",0
"2813",2008-05-01,"0","unrest","BA","all","web",0
"2814",2008-06-01,"8","unrest","BA","all","web",0
"2815",2008-07-01,"9","unrest","BA","all","web",0
"2816",2008-08-01,"0","unrest","BA","all","web",0
"2817",2008-09-01,"0","unrest","BA","all","web",0
"2818",2008-10-01,"0","unrest","BA","all","web",0
"2819",2008-11-01,"0","unrest","BA","all","web",0
"2820",2008-12-01,"0","unrest","BA","all","web",0
"2821",2009-01-01,"0","unrest","BA","all","web",0
"2822",2009-02-01,"0","unrest","BA","all","web",0
"2823",2009-03-01,"0","unrest","BA","all","web",0
"2824",2009-04-01,"6","unrest","BA","all","web",0
"2825",2009-05-01,"0","unrest","BA","all","web",0
"2826",2009-06-01,"10","unrest","BA","all","web",0
"2827",2009-07-01,"0","unrest","BA","all","web",0
"2828",2009-08-01,"9","unrest","BA","all","web",0
"2829",2009-09-01,"0","unrest","BA","all","web",0
"2830",2009-10-01,"0","unrest","BA","all","web",0
"2831",2009-11-01,"0","unrest","BA","all","web",0
"2832",2009-12-01,"0","unrest","BA","all","web",0
"2833",2010-01-01,"10","unrest","BA","all","web",0
"2834",2010-02-01,"0","unrest","BA","all","web",0
"2835",2010-03-01,"0","unrest","BA","all","web",0
"2836",2010-04-01,"0","unrest","BA","all","web",0
"2837",2010-05-01,"0","unrest","BA","all","web",0
"2838",2010-06-01,"6","unrest","BA","all","web",0
"2839",2010-07-01,"0","unrest","BA","all","web",0
"2840",2010-08-01,"0","unrest","BA","all","web",0
"2841",2010-09-01,"0","unrest","BA","all","web",0
"2842",2010-10-01,"5","unrest","BA","all","web",0
"2843",2010-11-01,"8","unrest","BA","all","web",0
"2844",2010-12-01,"0","unrest","BA","all","web",0
"2845",2011-01-01,"0","unrest","BA","all","web",0
"2846",2011-02-01,"0","unrest","BA","all","web",0
"2847",2011-03-01,"0","unrest","BA","all","web",0
"2848",2011-04-01,"0","unrest","BA","all","web",0
"2849",2011-05-01,"2","unrest","BA","all","web",0
"2850",2011-06-01,"0","unrest","BA","all","web",0
"2851",2011-07-01,"0","unrest","BA","all","web",0
"2852",2011-08-01,"0","unrest","BA","all","web",0
"2853",2011-09-01,"0","unrest","BA","all","web",0
"2854",2011-10-01,"0","unrest","BA","all","web",0
"2855",2011-11-01,"1","unrest","BA","all","web",0
"2856",2011-12-01,"0","unrest","BA","all","web",0
"2857",2012-01-01,"0","unrest","BA","all","web",0
"2858",2012-02-01,"0","unrest","BA","all","web",0
"2859",2012-03-01,"2","unrest","BA","all","web",0
"2860",2012-04-01,"0","unrest","BA","all","web",0
"2861",2012-05-01,"0","unrest","BA","all","web",0
"2862",2012-06-01,"0","unrest","BA","all","web",0
"2863",2012-07-01,"0","unrest","BA","all","web",0
"2864",2012-08-01,"0","unrest","BA","all","web",0
"2865",2012-09-01,"0","unrest","BA","all","web",0
"2866",2012-10-01,"0","unrest","BA","all","web",0
"2867",2012-11-01,"0","unrest","BA","all","web",0
"2868",2012-12-01,"0","unrest","BA","all","web",0
"2869",2013-01-01,"1","unrest","BA","all","web",0
"2870",2013-02-01,"0","unrest","BA","all","web",0
"2871",2013-03-01,"0","unrest","BA","all","web",0
"2872",2013-04-01,"0","unrest","BA","all","web",0
"2873",2013-05-01,"2","unrest","BA","all","web",0
"2874",2013-06-01,"0","unrest","BA","all","web",0
"2875",2013-07-01,"0","unrest","BA","all","web",0
"2876",2013-08-01,"0","unrest","BA","all","web",0
"2877",2013-09-01,"0","unrest","BA","all","web",0
"2878",2013-10-01,"0","unrest","BA","all","web",0
"2879",2013-11-01,"0","unrest","BA","all","web",0
"2880",2013-12-01,"0","unrest","BA","all","web",0
"2881",2014-01-01,"2","unrest","BA","all","web",0
"2882",2014-02-01,"0","unrest","BA","all","web",0
"2883",2014-03-01,"0","unrest","BA","all","web",0
"2884",2014-04-01,"1","unrest","BA","all","web",0
"2885",2014-05-01,"0","unrest","BA","all","web",0
"2886",2014-06-01,"0","unrest","BA","all","web",0
"2887",2014-07-01,"2","unrest","BA","all","web",0
"2888",2014-08-01,"2","unrest","BA","all","web",0
"2889",2014-09-01,"0","unrest","BA","all","web",0
"2890",2014-10-01,"0","unrest","BA","all","web",0
"2891",2014-11-01,"0","unrest","BA","all","web",0
"2892",2014-12-01,"2","unrest","BA","all","web",0
"2893",2015-01-01,"0","unrest","BA","all","web",0
"2894",2015-02-01,"4","unrest","BA","all","web",0
"2895",2015-03-01,"1","unrest","BA","all","web",0
"2896",2015-04-01,"0","unrest","BA","all","web",0
"2897",2015-05-01,"0","unrest","BA","all","web",0
"2898",2015-06-01,"0","unrest","BA","all","web",0
"2899",2015-07-01,"1","unrest","BA","all","web",0
"2900",2015-08-01,"0","unrest","BA","all","web",0
"2901",2015-09-01,"0","unrest","BA","all","web",0
"2902",2015-10-01,"0","unrest","BA","all","web",0
"2903",2015-11-01,"1","unrest","BA","all","web",0
"2904",2015-12-01,"0","unrest","BA","all","web",0
"2905",2016-01-01,"2","unrest","BA","all","web",0
"2906",2016-02-01,"0","unrest","BA","all","web",0
"2907",2016-03-01,"1","unrest","BA","all","web",0
"2908",2016-04-01,"0","unrest","BA","all","web",0
"2909",2016-05-01,"0","unrest","BA","all","web",0
"2910",2016-06-01,"1","unrest","BA","all","web",0
"2911",2016-07-01,"0","unrest","BA","all","web",0
"2912",2016-08-01,"1","unrest","BA","all","web",0
"2913",2016-09-01,"3","unrest","BA","all","web",0
"2914",2016-10-01,"2","unrest","BA","all","web",0
"2915",2016-11-01,"1","unrest","BA","all","web",0
"2916",2016-12-01,"0","unrest","BA","all","web",0
"2917",2017-01-01,"0","unrest","BA","all","web",0
"2918",2017-02-01,"0","unrest","BA","all","web",0
"2919",2017-03-01,"1","unrest","BA","all","web",0
"2920",2017-04-01,"3","unrest","BA","all","web",0
"2921",2017-05-01,"0","unrest","BA","all","web",0
"2922",2017-06-01,"1","unrest","BA","all","web",0
"2923",2017-07-01,"1","unrest","BA","all","web",0
"2924",2017-08-01,"1","unrest","BA","all","web",0
